-436.98,1419.18,Saaja/Maksaja,Rent,Tulot,Food,Food2,Travel,Utils,Medical,Tori,Other,Siirot







﻿2026/03/18,-4.65,Nordea Bank Oyj,,,,,,-4.65
2026/03/16,-4.53,ALEPA POSTIPUISTO,,,-4.53
2026/03/16,-22.59,CLAUDE.AI SUBSCRIPTION,,,,,,,,,-22.59
2026/03/16,-1.94,NAME-CHEAP.COM* RXGRYZ,,,,,,,,,-1.94
2026/03/13,898.98,ELÄMÄSI ADATO OY,,898.98
2026/03/11,-8.63,ALEPA POSTIPUISTO,,,-8.63
2026/03/09,-5.63,LIDLHELSINKITRIPLA,,,-5.63
2026/03/06,-6.30,ALEPA POSTIPUISTO,,,-6.30
2026/03/05,-1138.28,Helsingin Asumisoikeus Oy,-1138.28
2026/03/05,261.89,KANSANELÄKELAITOS,,261.89
2026/03/02,-1.00,APPLE.COM/BILL,,,,,,,,,-1.00
2026/03/02,-6.92,ALEPA POSTIPUISTO,,,-6.92
2026/03/02,-5.00,APPLE.COM/BILL,,,,,,,,,-5.00
2026/03/02,29.75,KANSANELÄKELAITOS,,29.75
March,,,-1138.28,1158.61,-32.01,,,-4.65,,,-30.53
2026/02/28,-20.00,Martin Heslop,,,,,,,,,,-20.00
2026/02/27,-2.28,ALEPA POSTIPUISTO,,,-2.28
2026/02/27,-1.58,ALEPA POSTIPUISTO,,,-1.58
2026/02/23,-12.22,LIDLHELSINKITRIPLA,,,-12.22
18/02/26,-4.65,Nordea,,,,,,-4.65
16/02/26,-4.35,Kiina super,,,-4.35
13/02/26,889.91,Adato,,889.91
11/02/26,-22.59,Claude,,,,,,,,,-22.59
11/02/26,-10.00,Oma siirto,,,,,,,,,,-10.00
08/02/26,-5.63,Lidl,,,-5.63
06/02/26,-4.93,Alepa,,,-4.93
06/02/26,-16.50,Migadu,,,,,,,,,-16.50
05/02/26,-27.20,Tripla,,,-27.20
05/02/26,-1138.28,Haso,-1138.28
05/02/26,471.19,Kela,,471.19
03/02/26,800.00,Oma siirto,,,,,,,,,,800.00
03/02/26,-8.66,Tripla,,,-8.66
02/02/26,-33.17,Tripla,,,-33.17
02/02/26,-0.58,Alepa,,,-0.58
02/02/26,-5.49,Alepa,,,-5.49
02/02/26,54.95,Kela,,54.95
February,,,-1138.28,1416.05,-106.09,0.00,0.00,-9.30,0.00,0.00,-69.62,770.00
29/01/26,-37.24,Prisma,,,-37.24
27/01/26,-5.00,Mullvad,,,,,,,,,-5.00
24/01/26,-3.49,Clas Olsen,,,,,,,,,-3.49
24/01/26,-11.26,Lidl,,,-11.26
24/01/26,30.00,Effie,,,,,,,,,30.00
22/01/26,-6.46,S-market,,,-6.46
19/01/26,-4.65,Nordea,,,,,,-4.65
15/01/26,-1.56,Lidle,,,-1.56
15/01/26,-15.84,Prisma,,,-15.84
15/01/26,562.65,Adato,,562.65
15/01/26,-22.59,Claude,,,,,,,,,-22.59
13/01/26,30.00,Oma siirto,,,,,,,,,,30.00
12/01/26,-13.39,lidle,,,-13.39
12/01/26,-9.87,Alepa,,,-9.87
07/01/26,-3.30,HSL,,,,,-3.30
07/01/26,-15.99,Rouhojuuri,,,,-15.99
07/01/26,-3.30,HSL,,,,,-3.30
07/01/26,-1138.28,Haso,-1138.28
07/01/26,150.00,Oma siirto
07/01/26,437.41,Kela,,437.41
06/01/26,-32.08,Prisma,,,-32.08
04/01/26,-23.66,Prisma,,,-23.66
04/01/26,-4.97,Lidle,,,-4.97
04/01/26,54.95,KELA,,54.95
January,,,-1138.28,1055.01,-156.33,-15.99,-6.60,-4.65,0.00,0.00,-1.08,30.00
,795.17

01/01/26,624.01
01/01/25,1428.39
01/01/24,2349.00
01/01/23,2437.13
01/01/22,2433.92
